"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14074","Timeline supports arranging, positional feedback, retrying, and winning","mobile-chromium","2026-08-28","passed","2026-08-28","","specs/e2e/timeline.spec.ts","",""
"","6826","protected account routes redirect anonymous users to login","mobile-chromium","2026-08-28","failed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","1159","Login page exposes password sign-in","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","777","Cookie consent requires an explicit choice","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/cookie-consent.spec.ts","",""
"","1400","Classic screen loads","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/classic.spec.ts","",""
"","6710","Timeline supports arranging, positional feedback, retrying, and winning","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/timeline.spec.ts","",""
"","6108","Hardcore account can open the Hardcore game","mobile-chromium","2026-08-28","failed","2026-08-28","","specs/e2e/hardcore-access.spec.ts","",""
"","940","Home page navigates to Emoji","mobile-chromium","2026-08-28","passed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","777","Home page navigates to Emoji","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","6197","Hardcore account can open the Hardcore game","chromium","2026-08-28","failed","2026-08-28","","specs/e2e/hardcore-access.spec.ts","",""
"","5760","Password login reaches the profile","chromium","2026-08-28","failed","2026-08-28","","specs/e2e/password-login.spec.ts","",""
"","1133","Registration page exposes account fields","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","1663","Emoji game is marked in progress","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/classic.spec.ts","",""
"","691","Home page exposes both playable game modes","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","5719","account deletion confirmation requires the emailed single-use link","mobile-chromium","2026-08-28","failed","2026-08-28","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","5753","authenticated user can access the password reset page","chromium","2026-08-28","failed","2026-08-28","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","727","Home page exposes both playable game modes","mobile-chromium","2026-08-28","passed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","979","robots.txt is served as a valid crawler policy","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","1540","Credits page loads","mobile-chromium","2026-08-28","passed","2026-08-28","","specs/e2e/account-pages.spec.ts","",""
"","874","Profile page loads","mobile-chromium","2026-08-28","passed","2026-08-28","","specs/e2e/account-pages.spec.ts","",""
