"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3382","Privacy page loads","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/account-pages.spec.ts","",""
"","880","Emoji game is marked in progress","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/classic.spec.ts","",""
"","1353","Registration page exposes account fields","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","5742","authenticated user can access the password reset page","chromium","2026-08-22","failed","2026-08-22","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","904","Profile page loads","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/account-pages.spec.ts","",""
"","7266","active users cannot access the account-disabled page","mobile-chromium","2026-08-22","failed","2026-08-22","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","707","Home page navigates to Emoji Clues","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","1715","Profile page loads","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/account-pages.spec.ts","",""
"","649","Cookie consent requires an explicit choice","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/cookie-consent.spec.ts","",""
"","5796","Password login reaches the profile","chromium","2026-08-22","failed","2026-08-22","","specs/e2e/password-login.spec.ts","",""
"","5788","authenticated user can access the password reset page","mobile-chromium","2026-08-22","failed","2026-08-22","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","1251","Login page exposes password sign-in","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","665","Home page exposes both playable game modes","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","809","Login page exposes password sign-in","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","1885","Credits page loads","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/account-pages.spec.ts","",""
"","913","Cookie consent requires an explicit choice","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/cookie-consent.spec.ts","",""
"","5765","account deletion confirmation requires the emailed single-use link","chromium","2026-08-22","failed","2026-08-22","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","228","mobile navigation menu exposes site links","chromium","2026-08-22","skipped","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","6796","protected account routes redirect anonymous users to login","mobile-chromium","2026-08-22","failed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","609","Classic screen loads","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/classic.spec.ts","",""
"","1264","Issue report form is available without submitting an issue","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/account-pages.spec.ts","",""
"","1239","Emoji game is marked in progress","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/classic.spec.ts","",""
"","1088","Privacy page loads","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/account-pages.spec.ts","",""
"","5779","account deletion confirmation requires the emailed single-use link","mobile-chromium","2026-08-22","failed","2026-08-22","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","5788","Password login reaches the profile","mobile-chromium","2026-08-22","failed","2026-08-22","","specs/e2e/password-login.spec.ts","",""
"","1520","Issue report form is available without submitting an issue","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/account-pages.spec.ts","",""
"","1544","Classic screen loads","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/classic.spec.ts","",""
"","697","Home page navigates to Classic","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","5749","active users cannot access the account-disabled page","chromium","2026-08-22","failed","2026-08-22","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","6700","protected account routes redirect anonymous users to login","chromium","2026-08-22","failed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","975","Home page navigates to Classic","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","771","Home page navigates to Emoji Clues","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","5905","mobile navigation menu exposes site links","mobile-chromium","2026-08-22","failed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","518","Home page exposes both playable game modes","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","2292","Registration page exposes account fields","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","644","robots.txt is served as a valid crawler policy","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","942","robots.txt is served as a valid crawler policy","chromium","2026-08-22","passed","2026-08-22","","specs/e2e/public-pages.spec.ts","",""
"","803","Credits page loads","mobile-chromium","2026-08-22","passed","2026-08-22","","specs/e2e/account-pages.spec.ts","",""
