"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","150","production API health is available with its health key","production-api","2026-08-28","failed","2026-08-28","","specs/api/public-api.spec.ts","",""
"","153","normal account can access public game modes but not unlock Hardcore","production-api","2026-08-28","failed","2026-08-28","","specs/api/public-api.spec.ts","",""
"","105","Hardcore account can load the Hardcore game","production-api","2026-08-28","failed","2026-08-28","","specs/api/public-api.spec.ts","",""
"","108","deactivated account cannot obtain an access token","production-api","2026-08-28","failed","2026-08-28","","specs/api/public-api.spec.ts","",""
