"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5901","Hardcore account can open the Hardcore game","mobile-chromium","2026-08-23","failed","2026-08-23","","specs/e2e/hardcore-access.spec.ts","",""
"","5639","Password login reaches the profile","chromium","2026-08-23","failed","2026-08-23","","specs/e2e/password-login.spec.ts","",""
"","5709","disabled user receives a restricted session with the disable reason","chromium","2026-08-23","failed","2026-08-23","","specs/e2e/disabled-account.spec.ts","",""
"","1270","Login page exposes password sign-in","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","5807","Hardcore account can open the Hardcore game","chromium","2026-08-23","failed","2026-08-23","","specs/e2e/hardcore-access.spec.ts","",""
"","1287","Emoji game is marked in progress","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/classic.spec.ts","",""
"","567","Home page exposes both playable game modes","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","6175","protected account routes redirect anonymous users to login","mobile-chromium","2026-08-23","failed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","780","Cookie consent requires an explicit choice","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/cookie-consent.spec.ts","",""
"","1272","Classic screen loads","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/classic.spec.ts","",""
"","868","Privacy page loads","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/account-pages.spec.ts","",""
"","5632","authenticated user can access the password reset page","chromium","2026-08-23","failed","2026-08-23","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","715","Home page navigates to Classic","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","5632","active users cannot access the account-disabled page","mobile-chromium","2026-08-23","failed","2026-08-23","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","1727","Issue report form is available without submitting an issue","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/account-pages.spec.ts","",""
"","5549","disabled user receives a restricted session with the disable reason","mobile-chromium","2026-08-23","failed","2026-08-23","","specs/e2e/disabled-account.spec.ts","",""
"","5705","account deletion confirmation requires the emailed single-use link","mobile-chromium","2026-08-23","failed","2026-08-23","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","653","Emoji game is marked in progress","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/classic.spec.ts","",""
"","619","Home page navigates to Classic","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","625","Credits page loads","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/account-pages.spec.ts","",""
"","1342","Registration page exposes account fields","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","624","robots.txt is served as a valid crawler policy","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","1737","Profile page loads","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/account-pages.spec.ts","",""
"","598","Issue report form is available without submitting an issue","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/account-pages.spec.ts","",""
"","1196","Home page navigates to Emoji Clues","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","767","Home page navigates to Emoji Clues","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","598","Classic screen loads","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/classic.spec.ts","",""
"","783","Login page exposes password sign-in","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","5783","Password login reaches the profile","mobile-chromium","2026-08-23","failed","2026-08-23","","specs/e2e/password-login.spec.ts","",""
"","5688","authenticated user can access the password reset page","mobile-chromium","2026-08-23","failed","2026-08-23","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","6217","protected account routes redirect anonymous users to login","chromium","2026-08-23","failed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","205","mobile navigation menu exposes site links","chromium","2026-08-23","skipped","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","673","Registration page exposes account fields","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","5981","mobile navigation menu exposes site links","mobile-chromium","2026-08-23","failed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","551","Home page exposes both playable game modes","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","583","Profile page loads","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/account-pages.spec.ts","",""
"","5574","active users cannot access the account-disabled page","chromium","2026-08-23","failed","2026-08-23","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","1129","Privacy page loads","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/account-pages.spec.ts","",""
"","604","Cookie consent requires an explicit choice","mobile-chromium","2026-08-23","passed","2026-08-23","","specs/e2e/cookie-consent.spec.ts","",""
"","5536","account deletion confirmation requires the emailed single-use link","chromium","2026-08-23","failed","2026-08-23","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","967","robots.txt is served as a valid crawler policy","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/public-pages.spec.ts","",""
"","1660","Credits page loads","chromium","2026-08-23","passed","2026-08-23","","specs/e2e/account-pages.spec.ts","",""
