"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","803","Cookie consent requires an explicit choice","mobile-chromium","2026-08-28","passed","2026-08-28","","specs/e2e/cookie-consent.spec.ts","",""
"","1560","Registration page exposes account fields","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","803","Privacy page loads","mobile-chromium","2026-08-28","passed","2026-08-28","","specs/e2e/account-pages.spec.ts","",""
"","6576","protected account routes redirect anonymous users to login","chromium","2026-08-28","failed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","5577","Timeline supports arranging, positional feedback, retrying, and winning","mobile-chromium","2026-08-28","passed","2026-08-28","","specs/e2e/timeline.spec.ts","",""
"","5851","Hardcore account can open the Hardcore game","chromium","2026-08-28","failed","2026-08-28","","specs/e2e/hardcore-access.spec.ts","",""
"","634","Home page exposes both playable game modes","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","5564","authenticated user can access the issue report form","mobile-chromium","2026-08-28","failed","2026-08-28","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","5561","authenticated user can access the password reset page","chromium","2026-08-28","failed","2026-08-28","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","826","Home page navigates to Classic","mobile-chromium","2026-08-28","passed","2026-08-28","","specs/e2e/public-pages.spec.ts","",""
"","5534","active users cannot access the account-disabled page","mobile-chromium","2026-08-28","failed","2026-08-28","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","5575","disabled user receives a restricted session with the disable reason","chromium","2026-08-28","failed","2026-08-28","","specs/e2e/disabled-account.spec.ts","",""
"","702","Emoji game is marked in progress","mobile-chromium","2026-08-28","passed","2026-08-28","","specs/e2e/classic.spec.ts","",""
"","5571","Password login reaches the profile","chromium","2026-08-28","failed","2026-08-28","","specs/e2e/password-login.spec.ts","",""
"","876","Cookie consent requires an explicit choice","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/cookie-consent.spec.ts","",""
"","1434","Classic screen loads","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/classic.spec.ts","",""
"","1463","Emoji game is marked in progress","chromium","2026-08-28","passed","2026-08-28","","specs/e2e/classic.spec.ts","",""
