"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1423","Profile page loads","chromium","2026-08-27","passed","2026-08-27","","specs/e2e/account-pages.spec.ts","",""
"","705","Home page navigates to Classic","chromium","2026-08-27","passed","2026-08-27","","specs/e2e/public-pages.spec.ts","",""
"","1003","robots.txt is served as a valid crawler policy","chromium","2026-08-27","passed","2026-08-27","","specs/e2e/public-pages.spec.ts","",""
"","5622","account deletion confirmation requires the emailed single-use link","chromium","2026-08-27","failed","2026-08-27","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","688","Classic screen loads","chromium","2026-08-27","passed","2026-08-27","","specs/e2e/classic.spec.ts","",""
"","5576","disabled user receives a restricted session with the disable reason","chromium","2026-08-27","failed","2026-08-27","","specs/e2e/disabled-account.spec.ts","",""
"","5519","Password login reaches the profile","mobile-chromium","2026-08-27","failed","2026-08-27","","specs/e2e/password-login.spec.ts","",""
"","571","Home page exposes both playable game modes","mobile-chromium","2026-08-27","passed","2026-08-27","","specs/e2e/public-pages.spec.ts","",""
"","2275","Privacy page loads","chromium","2026-08-27","passed","2026-08-27","","specs/e2e/account-pages.spec.ts","",""
"","632","Profile page loads","mobile-chromium","2026-08-27","passed","2026-08-27","","specs/e2e/account-pages.spec.ts","",""
"","4774","Timeline supports arranging, positional feedback, retrying, and winning","chromium","2026-08-27","passed","2026-08-27","","specs/e2e/timeline.spec.ts","",""
"","1971","Emoji game is marked in progress","chromium","2026-08-27","passed","2026-08-27","","specs/e2e/classic.spec.ts","",""
"","650","Registration page exposes account fields","mobile-chromium","2026-08-27","passed","2026-08-27","","specs/e2e/public-pages.spec.ts","",""
"","6165","protected account routes redirect anonymous users to login","mobile-chromium","2026-08-27","failed","2026-08-27","","specs/e2e/public-pages.spec.ts","",""
"","5551","disabled user receives a restricted session with the disable reason","mobile-chromium","2026-08-27","failed","2026-08-27","","specs/e2e/disabled-account.spec.ts","",""
"","615","mobile navigation menu exposes site links","mobile-chromium","2026-08-27","passed","2026-08-27","","specs/e2e/public-pages.spec.ts","",""
"","5633","account deletion confirmation requires the emailed single-use link","mobile-chromium","2026-08-27","failed","2026-08-27","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","5594","authenticated user can access the password reset page","mobile-chromium","2026-08-27","failed","2026-08-27","","specs/e2e/authenticated/account-routes.spec.ts","",""
