"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1703","Credits page loads","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/account-pages.spec.ts","",""
"","972","Home page navigates to Emoji Clues","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","6073","authenticated user can access the account-disabled page","chromium","2026-08-18","failed","2026-08-18","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","1675","Issue report form is available without submitting an issue","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/account-pages.spec.ts","",""
"","874","Credits page loads","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/account-pages.spec.ts","",""
"","1450","Registration page exposes account fields","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","5755","Password login reaches the profile","chromium","2026-08-18","failed","2026-08-18","","specs/e2e/password-login.spec.ts","",""
"","5750","authenticated user can access account deletion confirmation","mobile-chromium","2026-08-18","failed","2026-08-18","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","948","Home page navigates to Emoji Clues","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","1810","Profile page loads","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/account-pages.spec.ts","",""
"","5778","authenticated user can access the password reset page","chromium","2026-08-18","failed","2026-08-18","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","837","Issue report form is available without submitting an issue","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/account-pages.spec.ts","",""
"","6025","authenticated user can access the password reset page","mobile-chromium","2026-08-18","failed","2026-08-18","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","640","Cookie consent requires an explicit choice","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/cookie-consent.spec.ts","",""
"","1323","Classic screen loads","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/classic.spec.ts","",""
"","6311","protected account routes redirect anonymous users to login","chromium","2026-08-18","failed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","5786","authenticated user can access account deletion confirmation","chromium","2026-08-18","failed","2026-08-18","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","2714","Emoji game is marked in progress","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/classic.spec.ts","",""
"","861","Login page exposes password sign-in","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","6447","protected account routes redirect anonymous users to login","mobile-chromium","2026-08-18","failed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","6663","Password login reaches the profile","mobile-chromium","2026-08-18","failed","2026-08-18","","specs/e2e/password-login.spec.ts","",""
"","5798","authenticated user can access the account-disabled page","mobile-chromium","2026-08-18","failed","2026-08-18","","specs/e2e/authenticated/account-routes.spec.ts","",""
"","952","Home page navigates to Classic","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","863","Profile page loads","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/account-pages.spec.ts","",""
"","3912","Privacy page loads","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/account-pages.spec.ts","",""
"","609","Classic screen loads","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/classic.spec.ts","",""
"","813","Emoji game is marked in progress","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/classic.spec.ts","",""
"","751","Home page exposes both playable game modes","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","594","Cookie consent requires an explicit choice","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/cookie-consent.spec.ts","",""
"","879","Privacy page loads","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/account-pages.spec.ts","",""
"","807","Registration page exposes account fields","mobile-chromium","2026-08-18","passed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","1304","Home page navigates to Classic","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","798","Home page exposes both playable game modes","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
"","1276","Login page exposes password sign-in","chromium","2026-08-18","passed","2026-08-18","","specs/e2e/public-pages.spec.ts","",""
